UPC,BRAND,BU,TCIN,Item
#N/A,#N/A,#N/A,53520590,Dole Sunflower Crunch Chopped Salad Kit - 13.6oz
#N/A,#N/A,#N/A,53520575,Dole Poppyseed Yogurt with Brussels Chopped Salad Kit - 12.9oz
#N/A,#N/A,#N/A,53520607,Dole Greek Salad Chopped Kit - 10.3oz
#N/A,#N/A,#N/A,53520586,Dole Chipotle & Cheddar Chopped Salad Kit - 12.9oz
#N/A,#N/A,#N/A,53520587,Dole Sesame Asian Chopped Salad Kit - 13.6oz
#N/A,#N/A,#N/A,53520581,Dole Bacon & Blue Chopped Salad Kit - 12.9oz
#N/A,#N/A,#N/A,53520573,Dole Pomegranate Flax with Brussels Chopped Salad Kit - 13.1oz
#N/A,#N/A,#N/A,53520398,Dole Ultimate Caesar Premium Salad Kit - 11.3oz
#N/A,#N/A,#N/A,23985365,Dole Fresh Classic Coleslaw - 14oz
#N/A,#N/A,#N/A,24014989,Dole Fresh Very Veggie Blend - 10oz
#N/A,#N/A,#N/A,23985359,Dole Fresh Premium Romaine Blend - 9.5oz
#N/A,#N/A,#N/A,23985362,Dole Fresh 50/50 Spring Mix & Baby Spinach Blend - 5oz
#N/A,#N/A,#N/A,23985361,Dole Fresh Baby Spinach Blend - 10oz
#N/A,#N/A,#N/A,23985363,Dole Fresh Classic Iceberg Salad - 12oz
#N/A,#N/A,#N/A,53520600,Dole Caesar Chopped Salad Kit - 10.8oz
#N/A,#N/A,#N/A,23985360,Dole Hearts of Romaine Lettuce Blend - 9oz
#N/A,#N/A,#N/A,23985358,Dole Italian Blend Lettuce - 9oz
#N/A,#N/A,#N/A,23974786,Dole Spinach Cherry Almond Bleu Salad Kit - 8.3oz
#N/A,#N/A,#N/A,24014992,Dole Spring Mix Lettuce Blend - 5oz
#N/A,#N/A,#N/A,24014986,Dole American Blend Lettuce - 12oz
#N/A,#N/A,#N/A,23985368,Dole Spinach Blend - 8oz
#N/A,#N/A,#N/A,23985364,Dole Shredded Lettuce - 8oz
#N/A,#N/A,#N/A,53520372,Dole Spring Mix Salad - 10oz
#N/A,#N/A,#N/A,51985434,Doritos Loaded Jalapeno & Cheese - 15oz
#N/A,#N/A,#N/A,51985436,Doritos Loaded Nacho Cheese - 15oz
#N/A,#N/A,#N/A,13344794,Frito-Lay Variety Pack Classic Mix - 18ct
#N/A,#N/A,FLNA,17094438,Frito-Lay Variety Pack Baked & Popped Mix- 18ct
#N/A,#N/A,FLNA,13532748,Frito-Lay Variety Pack Fiery Mix - 18ct
#N/A,#N/A,Beverage,14742170,IZZE Sparkling Blackberry Beverage - 4pk/8.4 fl oz Cans
#N/A,#N/A,#N/A,49108325,KeVita Lemon Cayenne
#N/A,#N/A,#N/A,49150988,KeVita Ginger Juice Drinks 15.2 oz
#N/A,#N/A,#N/A,49108330,Pineapple Peach Master Brew Kombucha
#N/A,#N/A,#N/A,49108326,KeVita Lemon Ginger
#N/A,#N/A,#N/A,49108329,KeVita Coconut Mango Sparkling Probiotic 15.2 oz
#N/A,#N/A,#N/A,49108327,KeVita Lime Sparkling Probiotic 15.2 oz
#N/A,#N/A,#N/A,49150989,KeVita Raspberry Master Brew Kombucha 15.2oz
#N/A,#N/A,#N/A,50917995,KeVita Organic Tart Cherry Master Brew Kombucha 15.2 oz
#N/A,#N/A,#N/A,51918964,Frito-Lay Variety Pack Cheesy Mix - 18ct
#N/A,#N/A,#N/A,53499953,Lays Wavy Bacon Wrapped Jalapeno Popper - 7.5oz
#N/A,#N/A,#N/A,53501382,Lays Fried Pickles with Ranch - 2.75oz
#N/A,#N/A,#N/A,53499974,Lays Fried Pickles with Ranch - 7.75oz
#N/A,#N/A,#N/A,53499970,Lays Chili Con Queso - 7.75oz
#N/A,#N/A,FLNA,52061780,Lay's Wavy Original Potato Chips - 8oz
#N/A,#N/A,FLNA,14951261,Lay's® Classic Potato Chips - 15.25oz
#N/A,#N/A,#N/A,26397747,Lipton Amazingly Gray Black Tea - 20ct
#N/A,#N/A,#N/A,47088624,Lipton® Kosher Matzo Ball Mix - 4.5oz
#N/A,#N/A,#N/A,13397600,Naked Green Machine Boosted Juice Smoothie - 64oz
#N/A,#N/A,#N/A,52574126,Naked Juice Mighty Mango Fruit Smoothie 46oz
#N/A,#N/A,#N/A,52859325,Naked Juice Mango Protein Fruit Smoothie 15.2 fl oz
#N/A,#N/A,#N/A,13397594,Naked Green Machine Boosted 100% Juice Smoothie - 32oz
#N/A,#N/A,#N/A,13398114,Naked Red Machine All Natural Boosted Juice Smoothie - 15.2oz
#N/A,#N/A,#N/A,13397708,Naked All Natural Berry Blast 100% Juice Smoothie - 15.2oz
#N/A,#N/A,#N/A,15389269,Naked Mighty Mango 10 oz 4 pk
#N/A,#N/A,#N/A,13398117,Naked Orange Carrot Juice Smoothie - 15.2oz
#N/A,#N/A,#N/A,23974703,Naked Kale Blazer Juice Smoothie - 64oz
#N/A,#N/A,#N/A,13397598,Naked Protein Zone Protein Juice Smoothie - 15.2oz
#N/A,#N/A,#N/A,13397602,Naked Blue Machine Boosted Juice Smoothie - 64oz
#N/A,#N/A,#N/A,13397603,Naked Berry Veggie Juice Smoothie - 15.2oz
#N/A,#N/A,#N/A,13397599,Naked All Natural Protein Zone Double Berry Protein Juice Smoothie  -15.2oz
#N/A,#N/A,#N/A,52029767,Naked Juice Smoothie Strawberry Banana 64 oz
#N/A,#N/A,#N/A,13398113,Naked Blue Machine Juice Smoothie - 15.2oz
#N/A,#N/A,#N/A,52574190,Naked Juice Protein Zone Fruit Smoothie 46oz
#N/A,#N/A,#N/A,53015375,Naked Juice Green Machine Fruit Smoothie 10oz 4pk
#N/A,#N/A,#N/A,47991463,Naked Peachy Almond Milk - 15.2 fl oz
#N/A,#N/A,#N/A,52574234,Naked Juice Blue Machine Fruit Smoothie 46oz
#N/A,#N/A,#N/A,13397595,Naked Strawberry Banana All Natural Juice Smoothie - 15.2oz
#N/A,#N/A,#N/A,23974704,Naked Veggies Bright Beets Juice Smoothie - 15.2oz
#N/A,#N/A,#N/A,52574127,Naked Juice Green Machine Fruit Smoothie 46oz
#N/A,#N/A,#N/A,13397601,Naked Mighty Mango Juice Smoothie - 64oz
#N/A,#N/A,#N/A,13397710,Naked Power-C Machine All Natural Fruit + Boost Juice Smoothie - 15.2oz
#N/A,#N/A,#N/A,26390989,Naked Juice Coconut Water - 33.8oz
#N/A,#N/A,#N/A,52574056,Naked Juice Strawberry Banana Fruit Smoothie 46oz
#N/A,#N/A,#N/A,15389426,Naked Protein & Greens Juice Smoothie - 15.2oz
#N/A,#N/A,#N/A,13397709,Naked Mighty Mango All Natural Fruit Juice Smoothie - 15.2oz
#N/A,#N/A,#N/A,47991462,Naked Juice Berry Almond Milk 15.2 fl oz
#N/A,#N/A,#N/A,15389427,Naked Kale Blazer Juice Smoothie - 15.2oz
#N/A,#N/A,#N/A,13397596,Naked Green Machine All Natural Fruit + Boosts Juice Smoothie - 15.2oz
#N/A,#N/A,#N/A,50308327,Naked Pressed Bold Beet Juice 12 oz
#N/A,#N/A,#N/A,50308330,Naked Pressed Lively Carrot Juice 12 oz
#N/A,#N/A,#N/A,50308328,Naked Juice Cold Pressed Cold Pineapple - 12 fl oz
#N/A,#N/A,#N/A,50308280,Naked Pressed Bright Greens Juice 12 oz
#N/A,#N/A,#N/A,13397597,Naked All Natural Orange Mango Juice - 15.2oz
#N/A,#N/A,#N/A,47109354,Naked Juice Smoothie Berry Blast - 64oz
#N/A,#N/A,#N/A,53318601,Naked™ Green Machine Bar - 1.41oz
#N/A,#N/A,#N/A,53318645,Naked™ Red Machine Bar- 1.41oz
#N/A,#N/A,#N/A,53318667,Naked Blue Machine Bar - 1.41oz
#N/A,#N/A,#N/A,53442989,Naked Plus Sunshine with Vitamin D Fruit Juice - 15.2oz
#N/A,#N/A,Beverage,12935574,Ocean Spray Cran-Apple Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,12935518,Ocean Spray 100% Cranberry Pomegranate Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,47108080,Ocean Spray Diet Cranberry Grape Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,12935254,Ocean Spray Cranberry Juice - 101 fl oz Bottle
#N/A,#N/A,Beverage,52495704,Ocean Spray Cran-Pomegranate Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,12935580,Ocean Spray 100% Organic Cranberry Apple Juice - 33.8 fl oz Bottle
#N/A,#N/A,Beverage,47088156,Ocean Spray 100% Cranberry Juice - 60 fl oz Bottle
#N/A,#N/A,Beverage,17090093,Ocean Spray Whole Berry Cranberry Sauce - 14oz
#N/A,#N/A,Beverage,16185665,Ocean Spray® Cranberry - 6pk / 10 fl oz Bottles
#N/A,#N/A,Beverage,12935969,Ocean Spray Sparkling Diet Cranberry - 6pk/8.4 fl oz Bottles
#N/A,#N/A,Beverage,12936129,Ocean Spray Cran-Grape Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,12935714,Ocean Spray Craisins - 6oz
#N/A,#N/A,Beverage,14966298,Ocean Spray Cranberry Juice Cocktail - 64 fl oz Bottle
#N/A,#N/A,Beverage,12935349,Ocean Spray® Dried Cranberries Value Pack - 24oz
#N/A,#N/A,Beverage,17090092,Ocean Spray Light Cranberry Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,17090076,Ocean Spray 100% Cranberry - 6pk/10 fl oz Bottles
#N/A,#N/A,Beverage,12935941,Ocean Spray Cranberry Grape - 101 fl oz Bottle
#N/A,#N/A,Beverage,17327734,Ocean Spray® Craisins - 12oz
#N/A,#N/A,Beverage,12935470,Ocean Spray Craisins - 8 oz
#N/A,#N/A,Beverage,52280688,Ocean Spray Diet Cranberry Pomegranate Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,12936143,Ocean Spray® Mocktails Cranberry Sangria - 33.8 fl oz Bottle
#N/A,#N/A,Beverage,15773400,Ocean Spray Jellied Cranberry Sauce - 14oz
#N/A,#N/A,Beverage,14909464,Ocean Spray Light Ruby Red Grapefruit - 64 fl oz Bottle
#N/A,#N/A,Beverage,15086723,Ocean Spray® Reduced Sugar Craisins - 5oz
#N/A,#N/A,Beverage,12935617,Ocean Spray® Greek Yogurt Covered Craisins - 8oz
#N/A,#N/A,Beverage,47108073,Ocean Spray Ruby Red Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,52280291,Ocean Spray White Cranberry Strawberry Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,17090094,Ocean Spray® Mocktails Tropical Citrus Paradise - 33.8 fl oz Bottle
#N/A,#N/A,Beverage,12935452,Ocean Spray® Cranberry Apple - 6pk / 10 fl oz Bottles
#N/A,#N/A,Beverage,13359529,Ocean Spray 100% Cranberry & Raspberry Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,50268631,Ocean Spray 100% Cranberry & Concord Grape Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,14773003,Ocean Spray Sparkling Cranberry Juice - 6pk/8.4 fl oz Cans
#N/A,#N/A,Beverage,12935351,Ocean Spray Craisins Dried Cranberries - 1oz
#N/A,#N/A,Beverage,52280458,Ocean Spray Cran-Raspberry Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,50268628,Ocean Spray Cranberry Peach Bellini Mocktails - 33.8 fl oz Bottle
#N/A,#N/A,Beverage,52495652,Ocean Spray Cranberry Mango - 64 fl oz Bottle
#N/A,#N/A,Beverage,13458545,Ocean Spray 100% Organic Cranberry Juice - 33.8 fl oz Bottle
#N/A,#N/A,Beverage,13373100,Ocean Spray Cran-Grape Juice - 101 fl oz Bottle
#N/A,#N/A,Beverage,52278085,Ocean Spray Diet Cranberry Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,47098229,Ocean Spray Cranberry Pineapple Juice Cocktail - 64 fl oz Bottle
#N/A,#N/A,Beverage,53211981,Ocean Spray Fresh Cranberries - 12oz
#N/A,#N/A,Beverage,53211982,Ocean Spray Whole Berry Cranberry Juice - 33.8 fl oz Carton
#N/A,#N/A,Beverage,53211984,Ocean Spray Whole Berry Tropical Fruit Juice - 33.8 fl oz Carton
#N/A,#N/A,Beverage,53212076,Ocean Spray Whole Berry Berry Blend Juice - 33.8 fl oz Carton
#N/A,#N/A,Beverage,53212073,Ocean Spray Pact Cranberry Pomegranate Juice - 16 fl oz Bottle
#N/A,#N/A,Beverage,53212079,Ocean Spray Pact Cranberry Raspberry Juice - 16 fl oz Bottle
#N/A,#N/A,Beverage,53211877,Ocean Spray Pact Cranberry Blood Orange Juice - 16 fl oz Bottle
#N/A,#N/A,Beverage,53211890,Ocean Spray 100% Cran Blackberry Juice - 60 fl oz Bottle
#N/A,#N/A,Beverage,13679247,Ocean Spray Diet Cran Raspberry Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,53211841,Ocean Spray Light Cranberry and Concord Grape Juice Drink - 64 fl oz Bottle
#N/A,#N/A,Beverage,53212077,Ocean Spray Cran Blackberry Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,53467702,Ocean Spray Pact Cranberry Juice - 16 fl oz Bottle
#N/A,#N/A,Beverage,50802857,Ocean Spray Fruit Splash Variety Pack - 8 ct /9.28oz
#N/A,#N/A,Beverage,53256247,Ocean Spray Pact Fizzy Raspberry Blackberry - 11.5 fl oz Can
#N/A,#N/A,Beverage,53735558,Ocean Spray Pact Fizzy Pineapple Passion Fruit - 11.5 fl oz Can
#N/A,#N/A,Beverage,53735556,Ocean Spray Light Pink Cranberry Juice - 64 fl oz Bottle
#N/A,#N/A,Beverage,52433010,Ocean Spray Pink Cranberry Juice - 64 fl oz Bottle
#N/A,#N/A,#N/A,16951618,Quaker Girl Scouts Caramel Coconut Chewy Granola Bars - 6.7oz 8ct
#N/A,#N/A,#N/A,52121018,Quaker Chocolate Chip Chewy Bites - 4.5oz
#N/A,#N/A,#N/A,52118934,Quaker Garden Tomato & Basil Rice Cakes - 6.1oz
#N/A,#N/A,#N/A,16951619,Quaker Chewy Granola Bars Girl Scouts Thin Mints - 8ct 6.7oz
#N/A,#N/A,#N/A,52118968,Quaker Peanut Butter Delight Chewy Bars - 6.7oz
#N/A,#N/A,#N/A,53141976,Quaker Peanut Butter & Honey Flavored Chewy Bites - 4.5oz
#N/A,#N/A,#N/A,53463023,Quaker Pumpkin Spice Oatmeal
#N/A,#N/A,#N/A,15382382,Rold Gold White Fudge Peppermint Dipped Pretzels- 8.5oz
#N/A,#N/A,#N/A,14919662,Sabra All Natural Classic Guacamole - 8oz
#N/A,#N/A,#N/A,53070223,Sabra Guacamole & Go With Tostitos 2.8oz
#N/A,#N/A,#N/A,52335730,Smartfood Delight White Cheddar Popcorn - 0.75oz
#N/A,#N/A,#N/A,52075824,Doritos Cheese Corn Chips - 3.375oz
#N/A,#N/A,#N/A,50883693,Starbucks Peppermint Mocha Flavored Coffee - 11oz
#N/A,#N/A,#N/A,26400934,Starbucks Holiday Blend Medium Roast Ground Coffee - 10oz
#N/A,#N/A,#N/A,14900470,Starbucks Holiday Blend Medium Roast Coffee - Keurig K-Cup Pods - 16ct
#N/A,#N/A,#N/A,52030534,Health Ade Power Greens Kombucha 16 oz
#N/A,#N/A,#N/A,53593744,Starbucks 16oz Acrylic Tumbler and Holiday Blend Gift Set - 2.5oz
#N/A,#N/A,#N/A,53598717,Starbucks Classic Hot Cocoa Tins - 6oz
#N/A,#N/A,#N/A,53599108,Starbucks Double Chocolate Hot Cocoa - 1oz
#N/A,#N/A,#N/A,53593758,Starbucks Double Chocolate Hot Cocoa Gift Set - 2oz
#N/A,#N/A,#N/A,53598968,Starbucks Salted Caramel Hot Cocoa Tins - 6oz
#N/A,#N/A,#N/A,53593427,Starbucks Holiday Blend Medium Roast Coffee Pouch and Coffee Mug Gift Set - 2.5oz
#N/A,#N/A,#N/A,53598912,Starbucks Peppermint Hot Cocoa Tins - 6oz
#N/A,#N/A,#N/A,53593419,Starbucks Double Chocolate Hot Cocoa and Mug Gift Set - 1oz
#N/A,#N/A,#N/A,53593733,Teavana Peach Tranquility Full Leaf Sachet and Ceramic Mug Gift Set - .2oz
#N/A,#N/A,#N/A,53593764,Starbucks Acrylic Tumbler 16oz Iced Coffee VIA Medium Roast Packet and Walkers Shortbread Cookies Gift Set - 1.95oz
#N/A,#N/A,#N/A,53599109,Starbucks Peppermint Hot Cocoa - 1oz
#N/A,#N/A,#N/A,53593690,Starbucks Stainless Steel 20oz Tumbler and Colombia Medium Roast Coffee VIA Instant Packets - .22oz
#N/A,#N/A,Beverage,16185604,Starbucks Fall Blend Hearty with Spice Notes Medium Roast Coffee - Keurig K-Cup Pods - 16ct
#N/A,#N/A,Beverage,50268632,Starbucks Fall Blend Medium Roast Ground Coffee - 10oz
#N/A,#N/A,Beverage,47842152,Starbucks VIA Instant Pumpkin Spice Latte Medium Roast - 5ct
#N/A,#N/A,Beverage,53409621,Starbucks Pumpkin Spice Latte Medium Roast - Keurig K-Cups - 9ct/12.98oz
#N/A,#N/A,Beverage,53256246,Starbucks Pumpkin Spice Medium Roast Ground Coffee - 11oz
12000171093,#N/A,Beverage,53175981,Starbucks Almond Milk Frap Vanilla - 13.7 fl oz Glass Bottle
12000171116,#N/A,Beverage,53175980,Starbucks Almond Milk Frap Mocha - 13.7 fl oz Glass Bottle
#N/A,#N/A,#N/A,16848936,Tazo Iced Passion Tea - Keurig K-Cup Pods - 16ct
#N/A,#N/A,#N/A,14779718,Tazo Chai Pumpkin Spice Latte Tea Concentrate - 32 fl oz
#N/A,#N/A,#N/A,15784872,Tazo Chai Pumpkin Spice Tea - 20ct
#N/A,#N/A,#N/A,16602507,Tazo Joy Black Tea Sachets - 15 ct
#N/A,#N/A,#N/A,15013583,Premium Lemons - 2lb bag
#N/A,#N/A,#N/A,12936266,Baken-ets Hot N Spicy Chips 3.75oz
#N/A,#N/A,#N/A,12936068,Badia Pure Vanilla Extract 2 oz
#N/A,#N/A,#N/A,14701362,IZZE Sparkling Clementine Beverage - 4pk/8.4 fl oz Cans
#N/A,#N/A,#N/A,14749767,BAKEN-ETS Chicharrones Traditional Friend Pork Skins - 3.25oz
#N/A,#N/A,#N/A,52061786,"Eaten Path Rice, Peas, Black Beans Veggie Crisps - 6.25oz"
#N/A,#N/A,#N/A,53007909,Eaten Path Olive Oil & Herb Hummus Crisps - 6.25oz
28400178259,,,54221708,
28400170772,,,54217891,
28400197939,,,54221800,
28400209731,,,54221731,
28400204644,,,54263239,
28400204651,,,54263238,
28400198110,,,54221792,
28400171915,,,54221649,
28400206464,,,54263237,
28400105576,,,54221804,
28400201834,,,54221752,
28400335812,,,47085640,
28400022118,,,14930853,
794522000555,,,54189567,
12000171543,,,53042568,
12000171574,,,53042570,
12000171628,,,53042569,
12000172632,,,53184661,
12000171192,,,53176174,
28400019378,,,47085574,
762111274786,,,53446154,
762111274755,,,53446170,
28400409056,,,13327526,
28400161893,,,47085663,
28400031325,,,47085617,
12000171482,,,54004290,
12000181191,,,54004291,
12000171499,,,54004226,
12000181177,,,54004227,
28400199247,,,53959895,
794522000562,,,54189628,
30000311882,,,52118963,
30000565674,,,53141981,
#N/A,,,47099992,
#N/A,,,53256871,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
