,UPC,UPCSpendCoef,UPCtoOSalesWk18-52,BU,Brand Name,UPC Title,BrandSpendCoef,BrandtoOSalesWk18-52
150,12000142086,-0.5611353093559852,2883.409999999999,Beverages,Pure Leaf,LIPTON PURE LEAF UNSWEETENED PREPARED TEA PLASTIC BOTTLE 1 CT 64 OZ,-1.1189702897213505,23328.999999999996
151,30000322307,0.6569424139051333,2801.5999999999995,Laker,Laker Medleys,Laker REAL MEDLEYS OATMEAL MAPLE PECAN RAISIN 1 CT 2.46 OZ,-0.013538672583751592,44832.130000000005
152,28400668729,-0.16375702664412065,2664.88,FLNA,Tostitos,TOSTITOS DIP QUESO BLANCO MEDIUM GLASS JAR 23 OZ,-0.881670937173449,6826.049999999998
153,28400589253,-1.3107550427752919,2651.5399999999995,FLNA,Dips,TOSTITOS SALSA HABANERO CHUNKY HOT GLASS JAR 15.5 OZ,0.1940819311716188,66475.03
154,28400632188,1.3421264044943817,2602.2000000000007,FLNA,Lay's Kettle Cooked,LAYS KETTLE COOKED POTATO CHIP JALAPENO BAG 13.5 OZ,0.0798094712536848,17120.15
155,30000050705,0.20004531938523276,2600.92,Laker,Aunt Jemima,AUNT JEMIMA ORIGINAL PANCAKE/WAFFLE MIX BOX SHELF STABLE 32 OZ,0.20314498083403157,43629.41000000001
156,28400676694,0.7377110944597947,2483.04,FLNA,Ruffles,Ruffles Mozzarella & Marinara XX-Large 8.5oz,0.737711094459795,2483.0399999999995
157,28400032827,0.36376011474076303,2442.6600000000008,FLNA,Dips,TOSTITOS SALSA REGULAR CHUNKY MEDIUM GLASS JAR 24 OZ,0.1940819311716188,66475.03
158,28400636001,-0.11298101039054095,2376.74,FLNA,Smartfood,SMARTFOOD RTE POPCORN PARMESAN GARLIC BAG 7 OZ,2.4130875119890964,101750.79000000001
159,30000053201,-0.17608036391205473,2309.4000000000005,Laker,Aunt Jemima,AUNT JEMIMA BUTTERMILK PANCAKE/WAFFLE MIX CARDBOARD BOX SHELF STABLE 32 OZ,0.20314498083403157,43629.41000000001
160,28400032810,0.16319397283531414,2088.0900000000006,FLNA,Dips,TOSTITOS SALSA REGULAR CHUNKY MILD GLASS JAR 24 OZ,0.1940819311716188,66475.03
161,30000316849,2.4408365137141788,2076.76,Laker,IQO,Laker INSTANT OATMEAL VARIETY 10 CT 15.1 OZ,3.0874611791047837,157758.80999999997
162,12000032004,-3.1239473684210517,2064.8,Beverages,Starbucks,STARBUCKS FRAPPUCCINO LIGHT READY TO DRNK COFFEE VANILLA LITE 4 CT 38 OZ,-0.08514670113724745,34684.55
163,12000286285,-1.2243831553973905,2047.16,Beverages,Pure Leaf,LIPTON PURE LEAF RASPBERRY PREPARED TEA PLASTIC BOTTLE 6 CT 18.5 OZ,-1.1189702897213505,23328.999999999996
164,30000565896,0.7164423289843135,2035.33,Laker,IQO,Laker Peanut Butter & Honey Instant Oatmeal (6 - 1.55 Ounce) 9.3 Ounces 6 Count Paper Packets,3.0874611791047837,157758.80999999997
165,30000562062,-0.5072740963855423,2025.88,Laker,Overnight Oats,Laker Overnight Ots Orcd Pch Pcn 2.57Oz,0.2990839953791901,8013.42
166,12000142079,-0.7117990618853078,1871.73,Beverages,Pure Leaf,LIPTON PURE LEAF SWEET TEA PREPARED TEA PLASTIC BOTTLE 1 CT 64 OZ,-1.1189702897213505,23328.999999999996
167,30000565247,11.776935483870965,1854.74,Laker,Maker,Laker Overnight Oats Unsweetened With Chia Seeds Oatmeal 1.76 Ounce Plastic Tub,18.133692498963942,3249.45
168,12000017117,-3.510522151898734,1780.15,Beverages,Diet Lipton,LIPTON DIET GREEN TEA W/MXD BRRY PREPARED TEA PLSTC BL WRP IN PLST 12 CT 16.9 OZ,-10.660180467091298,8088.5199999999995
169,12000151668,0.8074336435711821,1765.3400000000006,Beverages,Starbucks,STARBUCKS REFRESHERS ENERGY DRINK COFFEE LOW CALORIE 1 CT 12 OZ,-0.08514670113724745,34684.55
170,12000046513,-0.011568041819217731,1663.94,Beverages,Starbucks,STARBUCKS REFRESHERS ENERGY DRINK PEACH PASSION REGULAR 1 CT 12 OZ,-0.08514670113724745,34684.55
171,30000318355,-1.1756250361543352,1563.31,Laker,Chewy,Laker CHEWY DIPPS CHOCOLATE CHOCOLATE CHIP CHEWY 20 CT 21.8 OZ,2.945469059622167,82625.89000000003
172,12000172489,-0.4820263863121005,1528.7899999999993,Beverages,LIFEWTR,Lifewater 16.9oz 6pk PET 101.4oz,-0.3652213711666231,2129.18
173,30000562161,10.329290085679313,1394.7099999999994,Laker,Maker,Laker Overnight Oats Cherry Almond Vanilla Cup 2.61 Ounce,18.133692498963942,3249.45
174,12000163241,-6.172209302325583,1392.37,Beverages,Starbucks,"Starbucks Doubleshot Energy Coffee Drink, Mocha, 11 Fl Oz, 4 Ct",-0.08514670113724745,34684.55
175,28400668705,3.2538969184619586,1389.98,FLNA,Rold Gold,ROLD GOLD PRETZEL BUFFALO WING BAG 8.75 OZ,1.211313512613532,31417.19
176,28400639774,-0.8796660155764014,1137.52,FLNA,Smartfood,SMARTFOOD RTE POPCORN MOVIE THEATER BUTTER BAG 7 OZ,2.4130875119890964,101750.79000000001
177,12000112249,1.2901290097629012,1087.34,Beverages,Lipton,LIPTON PEACH PREPARED ICED TEA PLSTC BL WRP IN PLST 12 CT 16.9 OZ,0.81827505407354,4210.900000000001
178,30000565919,4.027802381838482,805.7900000000002,Laker,IQO,Laker Simple & Wholesome Date & Almond Multigrain Hot Cereal (5 - 1.58 Ounce) 7.9 Ounce 5 Count Paper Packets,3.0874611791047837,157758.80999999997
179,30000322420,-0.8627049078996166,775.3800000000001,Laker,Breakfast Flats,Laker BREAKFAST FLATS CRANBERRY ALMOND 5 CT 7 OZ,-0.8627049078996166,775.3800000000001
180,12000171437,-0.5661948529411764,663.69,Beverages,Bubly,"bubly Sparkling Water, Lemon, 12 Fl Oz, 8 Ct",0.18275451825322828,42056.97
181,12000171468,-1.2251707317073168,647.99,Beverages,Bubly,"Bubly Sparkling Water, Orange, 12 oz, 8 ct",0.18275451825322828,42056.97
182,12000161155,1.7179844961240307,600.3900000000001,Beverages,LIFEWTR,LIFE WTR NATURAL WATER PLASTIC BOTTLE 1 CT 33.8 OZ,-0.3652213711666231,2129.18
183,30000565940,-0.09872675008454528,325.0800000000001,Laker,SQO,"Laker Simple & Wholesome Organic Multigrain Hot Cereal, Oats with Barley, Rye & Red Quinoa, 1 lb Bag",0.718665275806409,76781.46
184,28400278379,-0.2321118083810312,198.79,FLNA,Dips,TOSTITOS DIP ETIZERS DIP SPINACH ARTICHOKE CHEESE PLSTC CUP IN SLEEVE 10 OZ,0.1940819311716188,66475.03
185,30000562772,-0.6839360070129301,195.04999999999995,Laker,Chewy,Laker Chewy Bites Cinnamon Over 4oz 4.5oz,2.945469059622167,82625.89000000003
