,UPC,2017Spend,2017 Sales,WeekNum,2018Spend,2018 Sales
370,12000171451,0.0,0.0,37,0.0,284.43
371,12000171451,0.0,0.0,38,0.0,264.4
372,12000171451,0.0,0.0,39,0.0,230.56
373,12000171451,0.0,0.0,40,0.0,170.19
374,12000171451,0.0,0.0,41,0.0,230.89
375,12000171451,0.0,0.0,42,0.0,302.5
376,12000171451,0.0,0.0,43,0.0,355.97
377,12000171451,0.0,0.0,44,0.0,311.36
378,12000171468,0.0,0.0,27,0.0,0.0
379,12000171468,0.0,0.0,28,0.0,9.17
380,12000171468,0.0,0.0,29,0.0,26.54
381,12000171468,0.0,0.0,30,0.0,31.43
382,12000171468,0.0,0.0,31,0.0,3.33
383,12000171468,0.0,0.0,32,0.0,9.65
384,12000171468,0.0,0.0,33,0.0,3.51
385,12000171468,0.0,0.0,34,0.0,9.62
386,12000171468,0.0,0.0,35,0.0,7.2
387,12000171468,0.0,0.0,36,0.0,35.67
388,12000171468,0.0,0.0,37,2.0,16.14
389,12000171468,0.0,0.0,38,6.0,15.97
390,12000171468,0.0,0.0,39,1.0,18.99
391,12000171468,0.0,0.0,40,1.0,13.23
392,12000171468,0.0,0.0,41,2.0,17.55
393,12000171468,0.0,0.0,42,3.0,3.51
394,12000171468,0.0,0.0,43,0.0,9.82
395,12000171468,0.0,0.0,44,0.0,27.8
396,12000171475,0.0,0.0,27,0.0,146.37
397,12000171475,0.0,0.0,28,0.0,165.23
398,12000171475,0.0,0.0,29,0.0,118.92
399,12000171475,0.0,0.0,30,3.0,204.61
400,12000171475,0.0,0.0,31,23.0,102.56
401,12000171475,0.0,0.0,32,16.0,196.82
402,12000171475,0.0,0.0,33,14.0,122.6
403,12000171475,0.0,0.0,34,2.0,217.7
404,12000171475,0.0,0.0,35,6.0,190.4
405,12000171475,0.0,0.0,36,0.0,546.52
406,12000171475,0.0,0.0,37,0.0,228.82
407,12000171475,0.0,0.0,38,0.0,154.19
408,12000171475,0.0,0.0,39,0.0,140.32
409,12000171475,0.0,0.0,40,0.0,129.14
410,12000171475,0.0,0.0,41,0.0,243.96
411,12000171475,0.0,0.0,42,0.0,145.92
412,12000171475,0.0,0.0,43,0.0,291.71
413,12000171475,0.0,0.0,44,0.0,254.0
414,12000171505,0.0,0.0,27,0.0,70.9
415,12000171505,0.0,0.0,28,16.0,198.1
416,12000171505,0.0,0.0,29,13.0,94.14
417,12000171505,0.0,0.0,30,4.0,160.4
418,12000171505,0.0,0.0,31,7.0,176.68
419,12000171505,0.0,0.0,32,20.0,206.02
420,12000171505,0.0,0.0,33,53.0,199.36
421,12000171505,0.0,0.0,34,59.0,245.38
422,12000171505,0.0,0.0,35,48.0,191.32
423,12000171505,0.0,0.0,36,13.0,517.69
424,12000171505,0.0,0.0,37,0.0,209.72
425,12000171505,0.0,0.0,38,53.0,135.85
426,12000171505,0.0,0.0,39,30.0,207.38
427,12000171505,0.0,0.0,40,72.0,216.99
428,12000171505,0.0,0.0,41,61.0,205.76
429,12000171505,0.0,0.0,42,61.0,138.41
430,12000171505,0.0,0.0,43,93.0,316.5
431,12000171505,0.0,0.0,44,26.0,158.27
432,12000171512,0.0,0.0,27,0.0,72.17
433,12000171512,0.0,0.0,28,0.0,114.1
434,12000171512,0.0,0.0,29,0.0,75.58
435,12000171512,0.0,0.0,30,6.0,84.21
436,12000171512,0.0,0.0,31,3.0,89.38
437,12000171512,0.0,0.0,32,2.0,94.78
438,12000171512,0.0,0.0,33,4.0,110.04
439,12000171512,0.0,0.0,34,3.0,99.57
440,12000171512,0.0,0.0,35,4.0,115.62
441,12000171512,0.0,0.0,36,5.0,264.87
442,12000171512,0.0,0.0,37,0.0,210.2
443,12000171512,0.0,0.0,38,0.0,82.07
444,12000171512,0.0,0.0,39,0.0,93.95
445,12000171512,0.0,0.0,40,0.0,79.33
446,12000171512,0.0,0.0,41,0.0,100.97
447,12000171512,0.0,0.0,42,0.0,61.61
448,12000171512,0.0,0.0,43,0.0,131.8
449,12000171512,0.0,0.0,44,0.0,120.26
450,12000171529,0.0,0.0,27,0.0,123.57
451,12000171529,0.0,0.0,28,56.0,241.25
452,12000171529,0.0,0.0,29,60.0,232.55
453,12000171529,0.0,0.0,30,73.0,250.65
454,12000171529,0.0,0.0,31,68.0,210.95
455,12000171529,0.0,0.0,32,32.0,238.18
456,12000171529,0.0,0.0,33,24.0,186.09
457,12000171529,0.0,0.0,34,16.0,311.2
458,12000171529,0.0,0.0,35,11.0,264.08
459,12000171529,0.0,0.0,36,1.0,723.31
460,12000171529,0.0,0.0,37,0.0,385.43
461,12000171529,0.0,0.0,38,0.0,184.04
462,12000171529,0.0,0.0,39,0.0,231.0
463,12000171529,0.0,0.0,40,0.0,211.25
464,12000171529,0.0,0.0,41,0.0,203.95
465,12000171529,0.0,0.0,42,0.0,204.12
466,12000171529,0.0,0.0,43,0.0,387.73
467,12000171529,0.0,0.0,44,0.0,307.63
468,12000171864,0.0,0.0,27,0.0,584.23
469,12000171864,0.0,0.0,28,82.0,243.73
470,12000171864,0.0,0.0,29,94.0,680.13
471,12000171864,0.0,0.0,30,138.0,823.46
472,12000171864,0.0,0.0,31,74.0,335.11
473,12000171864,0.0,0.0,32,57.0,793.11
474,12000171864,0.0,0.0,33,45.0,337.48
475,12000171864,0.0,0.0,34,99.0,927.15
476,12000171864,0.0,0.0,35,82.0,842.46
477,12000171864,0.0,0.0,36,22.0,520.11
478,12000171864,0.0,0.0,37,0.0,238.0
479,12000171864,0.0,5.29,38,0.0,883.23
480,12000171864,0.0,0.0,39,0.0,375.7
481,12000171864,0.0,13.76,40,0.0,2391.19
482,12000171864,0.0,42.32,41,0.0,554.1
483,12000171864,0.0,5.03,42,0.0,1670.86
484,12000171864,0.0,62.18,43,0.0,380.76
485,12000171864,0.0,94.35,44,0.0,1913.78
486,12000172090,0.0,0.0,27,0.0,105.08
487,12000172090,0.0,0.0,28,0.0,62.68
488,12000172090,0.0,0.0,29,0.0,134.32
489,12000172090,0.0,0.0,30,0.0,176.09
490,12000172090,0.0,0.0,31,0.0,33.62
491,12000172090,0.0,0.0,32,0.0,169.53
492,12000172090,0.0,0.0,33,0.0,88.07
493,12000172090,0.0,0.0,34,0.0,228.7
494,12000172090,0.0,0.0,35,0.0,112.88
495,12000172090,0.0,0.0,36,0.0,132.01
496,12000172090,0.0,0.0,37,2.0,34.03
497,12000172090,0.0,0.0,38,1.0,141.02
498,12000172090,0.0,0.0,39,1.0,63.09
499,12000172090,0.0,4.14,40,3.0,396.08
500,12000172090,0.0,9.11,41,6.0,121.6
501,12000172090,0.0,0.0,42,3.0,246.25
502,12000172090,0.0,10.07,43,0.0,58.87
503,12000172090,0.0,15.36,44,0.0,400.81
504,12000172342,0.0,0.0,27,0.0,131.16
505,12000172342,0.0,0.0,28,0.0,43.17
506,12000172342,0.0,0.0,29,0.0,226.38
507,12000172342,0.0,0.0,30,0.0,240.9
508,12000172342,0.0,0.0,31,0.0,89.1
509,12000172342,0.0,0.0,32,0.0,181.87
510,12000172342,0.0,0.0,33,0.0,53.4
511,12000172342,0.0,0.0,34,0.0,346.75
512,12000172342,0.0,0.0,35,5.0,219.19
513,12000172342,0.0,0.0,36,5.0,61.33
514,12000172342,0.0,0.0,37,7.0,58.47
515,12000172342,0.0,0.0,38,14.0,286.13
516,12000172342,0.0,0.0,39,4.0,114.86
517,12000172342,0.0,4.52,40,9.0,444.15
518,12000172342,0.0,0.0,41,1.0,115.65
519,12000172342,0.0,40.71,42,1.0,374.26
520,12000172342,0.0,30.96,43,0.0,60.95
521,12000172342,0.0,42.35,44,0.0,488.76
522,12000172489,0.0,0.0,27,0.0,15.93
523,12000172489,0.0,0.0,28,0.0,36.93
524,12000172489,0.0,0.0,29,0.0,66.73
525,12000172489,0.0,0.0,30,0.0,121.99
526,12000172489,0.0,0.0,31,0.0,27.47
527,12000172489,0.0,0.0,32,0.0,64.53
528,12000172489,0.0,0.0,33,0.0,37.08
529,12000172489,0.0,0.0,34,0.0,58.38
530,12000172489,0.0,0.0,35,20.0,56.89
531,12000172489,0.0,0.0,36,27.0,25.97
532,12000172489,0.0,0.0,37,14.0,43.11
533,12000172489,0.0,0.0,38,29.0,19.71
534,12000172489,0.0,0.0,39,1.0,25.41
535,12000172489,0.0,0.0,40,0.0,20.35
536,12000172489,0.0,0.0,41,0.0,26.91
537,12000172489,0.0,0.0,42,0.0,29.69
538,12000172489,0.0,0.0,43,0.0,75.29
539,12000172489,0.0,0.0,44,0.0,205.73
540,12000286278,0.0,0.0,27,0.0,111.72
541,12000286278,0.0,0.0,28,0.0,168.84
542,12000286278,0.0,0.0,29,0.0,157.79
543,12000286278,0.0,0.0,30,6.0,144.72
544,12000286278,0.0,0.0,31,16.0,171.64
545,12000286278,0.0,0.0,32,30.0,161.99
546,12000286278,0.0,0.0,33,30.0,121.35
547,12000286278,0.0,0.0,34,32.0,79.3
548,12000286278,0.0,0.0,35,12.0,187.74
549,12000286278,0.0,0.0,36,0.0,72.62
550,12000286278,0.0,0.0,37,0.0,68.93
551,12000286278,0.0,0.0,38,0.0,262.01
